ngram,freq,cumshare,en
ברמה,2997,0.588,level
ואחרי,2996,0.588,and after
דופן,2996,0.588,wall
בביאור,2996,0.588,in the annotation
בעבור,2995,0.588,for
המיוחד,2994,0.588,the special one
בדי,2994,0.588,enough
להשלים,2993,0.588,complete
נוקד,2991,0.588,shepherd
נס,2990,0.588,miracle
דתיים,2990,0.588,religious
המשכן,2989,0.588,the tabernacle
מידות,2989,0.589,measurements
נתון,2988,0.589,given
עמיתי,2988,0.589,my colleague
המדרכה,2986,0.589,the sidewalk
תכונות,2985,0.589,characteristics
ליאת,2985,0.589,Liat
אילן,2985,0.589,tree
וכיצד,2985,0.589,and how
עבריים,2985,0.589,Hebrews
ולכאורה,2985,0.589,and apparently
הלגיטימציה,2983,0.589,the legitimacy
ןמ,2983,0.589,n.m
הפמיניסטי,2982,0.589,the feminist
המצות,2981,0.589,the unleavened bread
לבחור,2981,0.589,to choose
עדי,2980,0.589,jewel
מימון,2980,0.589,funding
הבנים,2979,0.589,the boys
שעבר,2978,0.589,past
גרמנים,2978,0.589,Germans
הקטע,2977,0.589,the section
לרב,2977,0.59,to the rabbi
מהותי,2977,0.59,essential
האידאולוגי,2974,0.59,the ideological
המשמעות,2972,0.59,the meaning
ההתמודדות,2971,0.59,the confrontation
באתר,2971,0.59,on the site
מדין,2970,0.59,a state
לילדים,2970,0.59,for children
מהני,2970,0.59,fun
הואיל,2970,0.59,whereas
הקצינים,2969,0.59,the officers
היועצת,2968,0.59,the counselor
לרבות,2967,0.59,including
התרבותי,2965,0.59,the cultural
המכונית,2965,0.59,the car
ארם,2964,0.59,Aram
נהג,2964,0.59,driver
ניילון,2963,0.59,nylon
בערבית,2963,0.59,in Arabic
"ב""ר",2963,0.59,bar
שערי,2963,0.59,my hair
הרופאים,2962,0.59,the doctors
אזרחית,2962,0.591,civilian
מפתח,2962,0.591,key
להגן,2961,0.591,protect
תשלום,2961,0.591,payment
רצף,2960,0.591,sequence
מרינה,2960,0.591,Marina
האנדרטה,2959,0.591,the monument
לאיש,2959,0.591,man
מחר,2959,0.591,tomorrow
סילבן,2959,0.591,Sylvan
שנמצא,2958,0.591,found
אריק,2958,0.591,Eric
המכון,2958,0.591,the institute
המת,2958,0.591,the dead
בסיפורו,2957,0.591,in his story
הפרט,2957,0.591,the individual
אגף,2957,0.591,wing
יחימוביץ,2956,0.591,Yachimowitz
"ע""ז",2956,0.591,goat
סתירה,2956,0.591,contradiction
התנהגות,2955,0.591,behavior
לן,2954,0.592,Len
לגרום,2953,0.592,cause
"ח""ו",2953,0.592,H. H
בחקר,2953,0.592,in research
מכול,2952,0.592,of all
סובייקט,2951,0.592,subject
בוא,2951,0.592,come on
לאפשר,2950,0.592,enable
שבאו,2948,0.592,came
ג'ו,2948,0.592,Joe
הייצור,2948,0.592,the production
המערבי,2948,0.592,the western
כוס,2947,0.592,glass
בחצר,2946,0.592,in the yard
מיימ,2946,0.592,Mayim
שמאי,2946,0.592,appraiser
סגנון,2945,0.592,style
ביהדות,2944,0.592,in Judaism
שלפני,2944,0.592,before me
השפופרת,2944,0.592,the handset
בהחלט,2942,0.592,definitely
בווינה,2942,0.593,in Vienna
בצבא,2942,0.593,in the army
הרגשתי,2941,0.593,I felt
האורתודוקסי,2940,0.593,the orthodox
צבאית,2939,0.593,military
נספחות,2938,0.593,attachments
הישראליים,2938,0.593,The Israelis
התרבותית,2938,0.593,the cultural
חז,2936,0.593,Chaz
תוצאות,2936,0.593,results
העילית,2936,0.593,the elite
בוועידה,2935,0.593,at the conference
המאירי,2935,0.593,the illuminator
מגיעים,2935,0.593,are arriving
נורית,2934,0.593,Lightbulb
מוצאים,2933,0.593,Finders
בביתו,2932,0.593,in his house
אוגדה,2932,0.593,division
בליל,2931,0.593,at night
מחוז,2929,0.593,district
הצעירים,2928,0.593,the young
כוחו,2928,0.594,his power
עונה,2928,0.594,answers
שיוכל,2928,0.594,that he could
מניין,2926,0.594,number
רבו,2923,0.594,fight
טבע,2923,0.594,nature
קיימים,2923,0.594,existing
לימור,2922,0.594,Limor
השאילתא,2922,0.594,the query
ברא,2921,0.594,Bra
האווירית,2921,0.594,the aerial
שפיר,2921,0.594,benign
מצאו,2920,0.594,found
הדרוזית,2918,0.594,the Druze
למלחמה,2917,0.594,to war
באהבה,2917,0.594,with love
הסיגריה,2916,0.594,the cigarette
המהרי,2915,0.594,hurry up
לפתח,2915,0.594,develop
באמריקה,2914,0.594,America
אידל,2914,0.594,Idol
קהל,2914,0.594,crowd
בתחומים,2912,0.595,in the fields
שרונה,2911,0.595,Sharona
האימפריאליזם,2909,0.595,imperialism
"ארה""ב",2909,0.595,U.S
יחסים,2908,0.595,relations
הכוהנים,2907,0.595,the priests
מבע,2907,0.595,expression
קרב,2907,0.595,battle
לבי,2906,0.595,my heart
לדמוקרטיה,2905,0.595,for democracy
שלמעלה,2905,0.595,above
הקיסר,2904,0.595,the emperor
"הוי""ה",2901,0.595,existence
סכנה,2900,0.595,danger
הישן,2900,0.595,the old
זצייל,2900,0.595,Zazeil
קפה,2899,0.595,coffee
רכב,2899,0.595,vehicle
המשותפת,2897,0.595,the joint
במוסדות,2897,0.595,in institutions
תעשייה,2897,0.595,industry
ייסוד,2896,0.596,foundation
מעקב,2895,0.596,tracking
היריות,2895,0.596,the shots
יצירת,2895,0.596,creation
שעמדו,2894,0.596,that stood
ממלכתי,2894,0.596,state
סוגי,2893,0.596,types
יציאת,2893,0.596,an exit
הג'יפ,2893,0.596,the jeep
מוגבלות,2893,0.596,disability
היישובים,2892,0.596,the settlements
התחייה,2892,0.596,the resurrection
הכלכלי,2892,0.596,the economic
כשהיא,2891,0.596,when she
מגע,2891,0.596,contact
דלת,2891,0.596,door
ית',2890,0.596,Yth
המיסיון,2889,0.596,the mission
וולך,2888,0.596,Wallach
עיון,2888,0.596,inspection
שימשו,2888,0.596,were used
הידע,2884,0.596,the knowledge
הסורית,2883,0.597,the Syrian
שבאה,2883,0.597,came
הישראלים,2881,0.597,The Israelis
צוקרמן,2880,0.597,Zuckerman
הסיפורת,2880,0.597,the fiction
שבעת,2880,0.597,seven
וכאן,2880,0.597,and here
החינוכי,2879,0.597,the educational
נראית,2878,0.597,look
לסוריה,2877,0.597,to Syria
ודמוקרטית,2877,0.597,and democratic
ראתה,2876,0.597,saw
התמונה,2876,0.597,the picture
דכל,2875,0.597,discouraged
המרכזית,2874,0.597,the main one
ישן,2874,0.597,old
אגב,2874,0.597,incidentally
מקרים,2873,0.597,cases
משפחתו,2873,0.597,his family
ברשות,2872,0.597,with permission
ויצא,2871,0.597,and left
יקרה,2870,0.598,dear
הצרפתי,2870,0.598,the french
מחשבות,2869,0.598,thoughts
מערב,2868,0.598,west
הבדלים,2867,0.598,differences
גדוד,2867,0.598,battalion
בסימן,2866,0.598,in the sign
מרגישים,2866,0.598,feeling
ושאר,2866,0.598,and the rest
ולו,2866,0.598,even if
במילה,2865,0.598,in a word
"התנ""ך",2865,0.598,The Bible
הארצי,2865,0.598,the country
עולי,2865,0.598,Oli
הנאמנות,2864,0.598,the loyalty
קבועה,2863,0.598,fixed
הפלסטיניים,2863,0.598,The Palestinians
סיימון,2863,0.598,Simon
הככ,2863,0.598,so much
הכנסה,2861,0.598,income
הקו,2860,0.598,the line
קוידב,2860,0.598,Quidab
לשאת,2859,0.599,bear
בבולגריה,2856,0.599,in Bulgaria
המעבר,2855,0.599,the transition
הבחינה,2854,0.599,the exam
באר,2854,0.599,well
תוספת,2854,0.599,extension
צפוי,2854,0.599,expected
להשיב,2854,0.599,to reply
הזווג,2853,0.599,the couple
למעט,2853,0.599,excluding
"בכתי""מ",2853,0.599,in writing
ןיא,2853,0.599,Nia
עובדה,2852,0.599,fact
העיתונאית,2852,0.599,the journalist
ומשם,2851,0.599,and from there
משותפת,2850,0.599,common
בקיצור,2849,0.599,in brief
מיקה,2849,0.599,Mica
מניח,2849,0.599,assumes
יאסינוב,2848,0.599,Yasinov
שויית,2848,0.599,Shavet
עידו,2847,0.599,witness
חוזרת,2847,0.6,coming back
אוכלוסיות,2847,0.6,populations
פנחס,2847,0.6,Pinchas
החיילים,2846,0.6,the soldiers
במאמרו,2845,0.6,in his article
טענה,2845,0.6,claim
מדיני,2844,0.6,political
דו,2843,0.6,two
הנכים,2842,0.6,the disabled
הזיקה,2842,0.6,the affinity
אנכי,2841,0.6,vertical
לשלטון,2840,0.6,to power
מציע,2840,0.6,offers
מוכר,2839,0.6,familiar
החלטות,2839,0.6,decisions
תפאורה,2837,0.6,scenery
גל,2836,0.6,wave
עבאס,2835,0.6,Abbas
המרפסת,2835,0.6,the balcony
הדרשה,2835,0.6,the sermon
סלימאן,2835,0.6,Suleiman
עבירה,2834,0.6,offense
יפו,2834,0.601,Jaffa
שקט,2833,0.601,quiet
בגדאד,2833,0.601,Baghdad
כדרך,2832,0.601,as a way
שהאל,2832,0.601,that the god
התערוכה,2831,0.601,the exhibition
ישירות,2831,0.601,directly
אירוע,2830,0.601,event
נתנו,2830,0.601,we gave
םיהולא,2830,0.601,if not
נשיא,2829,0.601,president
חנוכה,2829,0.601,Hanukkah
ברחבי,2828,0.601,throughout
ישיר,2828,0.601,direct
פחד,2828,0.601,fear
אבנים,2828,0.601,stones
דהרמב,2827,0.601,Dharamba
שנולד,2825,0.601,who was born
הטלוויזיה,2824,0.601,the television
מונח,2823,0.601,term
כושר,2823,0.601,capacity
מחיר,2822,0.601,price
ובא,2821,0.602,and came
הרשות,2821,0.602,the authority
המבוססת,2821,0.602,based
עמוקה,2821,0.602,deep
מהתקופה,2820,0.602,from the time
באלג'יריה,2820,0.602,in Algeria
ואייכ,2820,0.602,and how
השקעה,2820,0.602,investment
מספרים,2819,0.602,numbers
"ע""ה",2819,0.602,by
נפל,2819,0.602,fell
כדברי,2819,0.602,As I said
הנורמה,2818,0.602,the norm
רצו,2818,0.602,wanted
הספרותית,2818,0.602,the literary
קולות,2817,0.602,voices
שנלר,2817,0.602,Schneller
העיקרון,2817,0.602,the principle
אמן,2816,0.602,artist
החורבן,2815,0.602,the destruction
מנחה,2814,0.602,Moderator
מאיה,2813,0.602,Maya
עברי,2813,0.602,Hebrew
הטומאה,2813,0.603,the impurity
סביר,2813,0.603,likely
טקס,2813,0.603,ceremony
הזדמנות,2811,0.603,opportunity
"המג""ד",2811,0.603,The Maj.D
הנוכחי,2810,0.603,the current
העלילה,2809,0.603,the plot
לבוש,2808,0.603,dressed
שליטה,2807,0.603,control
הכומר,2807,0.603,the priest
יוסל,2806,0.603,Yossel
בוושינגטון,2806,0.603,in Washington
שלושים,2806,0.603,thirty
"יו""ד",2805,0.603,iodine
ובאמת,2805,0.603,and really
לבנים,2805,0.603,whites
בהרבה,2805,0.603,by a lot
החלטת,2804,0.603,you decided
גודל,2803,0.603,size
האצילות,2803,0.603,the nobility
בגמ,2802,0.603,in GM
דוחה,2802,0.603,Doha
"ח""א",2802,0.604,Kha
שהגיעו,2802,0.604,who arrived
מסכת,2802,0.604,tractate
טרומית,2802,0.604,prefab
חם,2801,0.604,hot
מטרה,2801,0.604,purpose
פרנץ,2801,0.604,Franz
ליצירת,2800,0.604,to create
באיור,2800,0.604,in fig
רגל,2799,0.604,foot
בפתח,2799,0.604,in the doorway
ויטגנשטיין,2799,0.604,Wittgenstein
חוכמת,2798,0.604,wisdom
שנתיים,2798,0.604,two years
עול,2798,0.604,burden
לוותר,2797,0.604,give up
משלי,2797,0.604,my own
בישיבת,2796,0.604,in a meeting
השופט,2796,0.604,the judge
תיאוריה,2795,0.604,theory
ג'והן,2794,0.604,John
רוחנית,2793,0.604,spiritual
להודות,2793,0.605,to thank
האחת,2793,0.605,the one
גוז'נסקי,2793,0.605,Guzhansky
דוקטור,2792,0.605,doctor
טעמכ,2792,0.605,your taste
לפסוק,2791,0.605,rule
הסיטואציה,2791,0.605,the situation
האיראנית,2791,0.605,the Iranian
הרומן,2790,0.605,the novel
התעופה,2789,0.605,the airport
בריטי,2788,0.605,British
נעים,2788,0.605,pleasant
הנזכרים,2785,0.605,mentioned
המשאית,2785,0.605,the truck
עיקרי,2785,0.605,main
לעת,2784,0.605,for the time
דורש,2784,0.605,requires
עליונה,2784,0.605,upper
הדינים,2783,0.605,the laws
ערביות,2783,0.605,Arabness
נכלל,2782,0.605,included
דינו,2781,0.605,Dino
הלחימה,2781,0.605,the fighting
הכחולה,2781,0.606,the blue
ואמנם,2779,0.606,and indeed
רגילה,2779,0.606,normal
ישיבה,2777,0.606,meeting
מזל,2776,0.606,luck
קומראן,2776,0.606,Qumran
לומדים,2776,0.606,studying
גילה,2776,0.606,found out
בשבוע,2776,0.606,a week
לפעולה,2776,0.606,to action
שראה,2775,0.606,that saw
"או""ח",2775,0.606,Ugh
ביישובים,2775,0.606,in settlements
לוקח,2775,0.606,taking
לשלוח,2774,0.606,to send
נצביע,2773,0.606,we will vote
במערכות,2773,0.606,in systems
הצרפתית,2772,0.606,the french
פרס,2772,0.606,a prize
חייך,2772,0.606,smile
הורה,2772,0.606,parent
העובר,2771,0.606,the fetus
לג,2771,0.607,Lg
להתיישבות,2771,0.607,for settlement
העומד,2771,0.607,the standing
משא,2770,0.607,burden
מפלגת,2770,0.607,a party
צבאי,2770,0.607,military
רבותינו,2770,0.607,gentlemen
התיירות,2768,0.607,tourism
ועידת,2768,0.607,conference
פרסומים,2768,0.607,publications
חמאס,2767,0.607,Hamas
תיאטרון,2766,0.607,theater
מעשים,2764,0.607,actions
נברא,2764,0.607,was Created
העיסוק,2763,0.607,the occupation
מקרא,2763,0.607,legend
ההשפעה,2762,0.607,the impact
לעורר,2762,0.607,stimulate
פשוטה,2760,0.607,simple
אורי,2760,0.607,Ori
במפורש,2760,0.607,explicitly
סלס,2759,0.607,Celes
ראובן,2758,0.607,Reuven
קווים,2757,0.608,lines
לרבי,2757,0.608,to Rabbi
הלפרט,2756,0.608,Halpert
לנשים,2756,0.608,for women
עתניאל,2756,0.608,Atniel
ריטה,2755,0.608,Rita
האורתודוקסית,2755,0.608,the orthodox
ערכים,2755,0.608,values
אדמו,2754,0.608,Adamo
רוזן,2754,0.608,count
הסתייגויות,2753,0.608,reservations
חשובים,2753,0.608,are important
אווה,2753,0.608,Ava
לפגוע,2753,0.608,hurt
המשותף,2753,0.608,the common
ומיד,2752,0.608,and immediately
בסוכה,2751,0.608,in the sukkah
ההחלטה,2751,0.608,the decision
ניסתה,2750,0.608,tried
"ר""ל",2750,0.608,R.L
מוחלט,2750,0.608,absolute
כג,2749,0.608,Kg
השיטה,2749,0.608,the method
תועלת,2749,0.609,benefit
במשמעות,2749,0.609,in meaning
השפע,2748,0.609,the abundance
החמה,2747,0.609,the hot
במקומו,2746,0.609,in its place
לאנשים,2746,0.609,to people
אביה,2745,0.609,her father
בחיבור,2745,0.609,in connection
קולו,2745,0.609,his voice
פוליטי,2745,0.609,political
הנציב,2744,0.609,the commissioner
הטנק,2743,0.609,the tank
ניתנה,2743,0.609,was given
תערוכות,2741,0.609,Exhibitions
הפכה,2741,0.609,revolution
לד,2741,0.609,led
הקיבוציות,2740,0.609,the kibbutzim
מוסד,2739,0.609,institution
המודל,2738,0.609,the model
אפלפלד,2738,0.609,Applefeld
אדרבה,2738,0.609,on the contrary
ידה,2737,0.609,hand
טליה,2737,0.61,Talia
הבתים,2736,0.61,the houses
תמאב,2736,0.61,Tamab
להזכיר,2735,0.61,to remind
דגניה,2735,0.61,cornflower
ובייחוד,2734,0.61,and especially
בחינה,2734,0.61,examination
הטובה,2734,0.61,the best
לכלל,2734,0.61,to the rule
צמצום,2733,0.61,reduction
בזירה,2732,0.61,in the arena
הפולני,2731,0.61,the polish
בצפון,2730,0.61,in the north
העותרים,2730,0.61,the petitioners
זרים,2730,0.61,strangers
המתים,2730,0.61,the dead
בתוספתא,2730,0.61,in addition
יאיר,2730,0.61,Yair
רחבה,2729,0.61,square
זכו,2729,0.61,won
שעיקר,2728,0.61,which is important
חופש,2728,0.61,freedom
בניין,2726,0.61,building
היעדר,2726,0.611,the absence
תחבורה,2726,0.611,transportation
לאותו,2725,0.611,to the same
בימת,2724,0.611,stage
לחוש,2724,0.611,sense
הרבנות,2724,0.611,the rabbinate
מרכיב,2724,0.611,component
לבץ,2723,0.611,for mud
להפתעתי,2722,0.611,to my surprise
פנימיות,2722,0.611,internal affairs
קצבת,2722,0.611,allowance
הדובר,2722,0.611,the speaker
האידאולוגיה,2721,0.611,the ideology
במשרד,2719,0.611,in the office
פגיעה,2719,0.611,"Injury, damage"
מעמדה,2719,0.611,position
המשרד,2718,0.611,the office
מזמן,2718,0.611,long ago
הפמיניזם,2718,0.611,feminism
בתורת,2718,0.611,in theory
כמוהר,2717,0.611,as a speedster
לר,2717,0.611,L
דב,2715,0.611,Dov
מוטב,2714,0.612,better
מלאך,2714,0.612,angel
"האו""ם",2714,0.612,The United Nations
צורות,2714,0.612,shapes
בסיום,2713,0.612,at the end
הומור,2713,0.612,humor
החזו,2712,0.612,predict
המיסטי,2711,0.612,the mystical
לפיתוח,2710,0.612,for development
אפריקה,2709,0.612,Africa
התצלום,2709,0.612,the photograph
דורות,2709,0.612,generations
הכשרה,2707,0.612,training
רבכ,2707,0.612,rabbi
השיחה,2707,0.612,conversation
עבודתו,2707,0.612,his work
נערכו,2707,0.612,prepared
תענית,2706,0.612,fasting
הלאומיים,2705,0.612,the nationals
הביזנטית,2705,0.612,Byzantine
התביעה,2704,0.612,the lawsuit
קראו,2703,0.612,read
זאב,2702,0.612,wolf
ידעה,2702,0.613,knew
החסד,2701,0.613,the grace
פעמיים,2699,0.613,twice
מודע,2698,0.613,aware
הפירות,2696,0.613,the fruits
ער,2695,0.613,awake
בסוגיה,2695,0.613,in the issue
בספרד,2695,0.613,Spain
בשיטת,2694,0.613,in the method
במיתוס,2693,0.613,in myth
השמונה,2693,0.613,the eight
דעתיק,2693,0.613,thoughtful
נובע,2692,0.613,due
טניה,2692,0.613,Tanya
משק,2692,0.613,farm area
ההחלטות,2692,0.613,the decisions
לברלין,2692,0.613,to berlin
בשאר,2692,0.613,in the rest
העצמי,2691,0.613,the self
מציג,2690,0.613,showing
בהיותו,2690,0.613,being
